#mpa_vJun23_CHOCOPhlAnSGB_202403
clade_name	SRR15595244	SRR15595245	SRR22402254	SRR22402255
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9574|s__GGB9574_SGB14987|t__SGB14987	0.0	0.0007	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB3321|s__GGB3321_SGB4394|t__SGB4394	0.0	0.00063	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB35068|s__GGB35068_SGB47850|t__SGB47850	0.0	0.00048	0.0	0.02782
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__GGB2734|s__GGB2734_SGB3677|t__SGB3677	0.0	0.00032	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27851|s__GGB27851_SGB40285|t__SGB40285	0.0	0.00017	0.0	0.0
k__Archaea	0.0	0.0	0.30203	0.0
k__Bacteria|p__Tenericutes	0.0	0.0	1.36624	0.08254
k__Bacteria|p__Lentisphaerae	0.0	0.0	0.52224	0.0
k__Archaea|p__Euryarchaeota	0.0	0.0	0.30203	0.0
k__Bacteria|p__Firmicutes|c__CFGB2834	0.0	0.0	9.56282	0.8404
k__Bacteria|p__Firmicutes|c__CFGB72899	0.0	0.0	1.41697	0.0
k__Bacteria|p__Tenericutes|c__CFGB1787	0.0	0.0	1.36624	0.08254
k__Bacteria|p__Firmicutes|c__CFGB2839	0.0	0.0	0.8637	0.0
k__Bacteria|p__Firmicutes|c__CFGB2960	0.0	0.0	0.76516	0.1145
k__Bacteria|p__Bacteroidota|c__CFGB602	0.0	0.0	0.54201	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	0.0	0.0	0.52224	0.0
k__Bacteria|p__Firmicutes|c__CFGB2875	0.0	0.0	0.38851	0.0
k__Bacteria|p__Bacteroidota|c__CFGB1670	0.0	0.0	0.35608	0.0
k__Bacteria|p__Firmicutes|c__CFGB3041	0.0	0.0	0.35417	0.08327
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0	0.0	0.30203	0.0
k__Bacteria|p__Firmicutes|c__CFGB3070	0.0	0.0	0.29858	0.0
k__Bacteria|p__Firmicutes|c__CFGB1012	0.0	0.0	0.25574	0.0
k__Bacteria|p__Firmicutes|c__CFGB79294	0.0	0.0	0.19629	1.4264
k__Bacteria|p__Firmicutes|c__CFGB73223	0.0	0.0	0.18936	0.0
k__Bacteria|p__Firmicutes|c__CFGB9512	0.0	0.0	0.18249	0.0
k__Bacteria|p__Bacteroidota|c__CFGB667	0.0	0.0	0.16927	0.0
k__Bacteria|p__Firmicutes|c__CFGB2957	0.0	0.0	0.15792	0.0
k__Bacteria|p__Firmicutes|c__CFGB2985	0.0	0.0	0.1542	0.0
k__Bacteria|p__Bacteroidota|c__CFGB668	0.0	0.0	0.15222	0.0
k__Bacteria|p__Actinobacteria|c__CFGB77988	0.0	0.0	0.11896	0.01143
k__Bacteria|p__Firmicutes|c__CFGB1311	0.0	0.0	0.0686	0.0
k__Bacteria|p__Firmicutes|c__CFGB2840	0.0	0.0	0.06024	0.19259
k__Bacteria|p__Firmicutes|c__CFGB4605	0.0	0.0	0.04782	0.03279
k__Bacteria|p__Firmicutes|c__CFGB2844	0.0	0.0	0.03971	0.0092
k__Bacteria|p__Firmicutes|c__CFGB1211	0.0	0.0	0.03835	0.0
k__Bacteria|p__Firmicutes|c__CFGB3172	0.0	0.0	0.0324	0.0
k__Bacteria|p__Firmicutes|c__CFGB45503	0.0	0.0	0.02504	0.01198
k__Bacteria|p__Firmicutes|c__CFGB11916	0.0	0.0	0.02283	0.14752
k__Bacteria|p__Firmicutes|c__CFGB2898	0.0	0.0	0.02134	0.0
k__Bacteria|p__Firmicutes|c__CFGB1249	0.0	0.0	0.02014	0.0
k__Bacteria|p__Firmicutes|c__CFGB1347	0.0	0.0	0.01455	0.0
k__Bacteria|p__Firmicutes|c__CFGB2918	0.0	0.0	0.01229	0.0
k__Bacteria|p__Firmicutes|c__CFGB77202	0.0	0.0	0.01045	0.0
k__Bacteria|p__Firmicutes|c__CFGB79245	0.0	0.0	0.01013	0.0
k__Bacteria|p__Firmicutes|c__CFGB3043	0.0	0.0	0.00978	0.0
k__Bacteria|p__Firmicutes|c__CFGB40183	0.0	0.0	0.00797	0.0
k__Bacteria|p__Firmicutes|c__CFGB79291	0.0	0.0	0.00722	0.01606
k__Bacteria|p__Firmicutes|c__CFGB9272	0.0	0.0	0.0047	0.05416
k__Bacteria|p__Firmicutes|c__CFGB9238	0.0	0.0	0.00423	0.02208
k__Bacteria|p__Firmicutes|c__CFGB3004	0.0	0.0	0.00318	0.00112
k__Bacteria|p__Firmicutes|c__CFGB3022	0.0	0.0	0.00255	0.0
k__Bacteria|p__Firmicutes|c__CFGB30328	0.0	0.0	0.00088	0.00425
k__Bacteria|p__Firmicutes|c__CFGB2845	0.0	0.0	0.00024	0.0
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834	0.0	0.0	9.56282	0.8404
k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899	0.0	0.0	1.41697	0.0
k__Bacteria|p__Tenericutes|c__CFGB1787|o__OFGB1787	0.0	0.0	1.36624	0.08254
k__Bacteria|p__Firmicutes|c__CFGB2839|o__OFGB2839	0.0	0.0	0.8637	0.0
k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960	0.0	0.0	0.76516	0.1145
k__Bacteria|p__Bacteroidota|c__CFGB602|o__OFGB602	0.0	0.0	0.54201	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	0.0	0.0	0.52224	0.0
k__Bacteria|p__Firmicutes|c__CFGB2875|o__OFGB2875	0.0	0.0	0.38851	0.0
k__Bacteria|p__Bacteroidota|c__CFGB1670|o__OFGB1670	0.0	0.0	0.35608	0.0
k__Bacteria|p__Firmicutes|c__CFGB3041|o__OFGB3041	0.0	0.0	0.35417	0.08327
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.0	0.0	0.30203	0.0
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070	0.0	0.0	0.29858	0.0
k__Bacteria|p__Firmicutes|c__CFGB1012|o__OFGB1012	0.0	0.0	0.25574	0.0
k__Bacteria|p__Firmicutes|c__CFGB79294|o__OFGB79294	0.0	0.0	0.19629	1.4264
k__Bacteria|p__Firmicutes|c__CFGB73223|o__OFGB73223	0.0	0.0	0.18936	0.0
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512	0.0	0.0	0.18249	0.0
k__Bacteria|p__Bacteroidota|c__CFGB667|o__OFGB667	0.0	0.0	0.16927	0.0
k__Bacteria|p__Firmicutes|c__CFGB2957|o__OFGB2957	0.0	0.0	0.15792	0.0
k__Bacteria|p__Firmicutes|c__CFGB2985|o__OFGB2985	0.0	0.0	0.1542	0.0
k__Bacteria|p__Bacteroidota|c__CFGB668|o__OFGB668	0.0	0.0	0.15222	0.0
k__Bacteria|p__Actinobacteria|c__CFGB77988|o__OFGB77988	0.0	0.0	0.11896	0.01143
k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales	0.0	0.0	0.07278	0.14726
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311	0.0	0.0	0.0686	0.0
k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840	0.0	0.0	0.06024	0.19259
k__Bacteria|p__Firmicutes|c__CFGB4605|o__OFGB4605	0.0	0.0	0.04782	0.03279
k__Bacteria|p__Firmicutes|c__CFGB2844|o__OFGB2844	0.0	0.0	0.03971	0.0092
k__Bacteria|p__Firmicutes|c__CFGB1211|o__OFGB1211	0.0	0.0	0.03835	0.0
k__Bacteria|p__Firmicutes|c__CFGB3172|o__OFGB3172	0.0	0.0	0.0324	0.0
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503	0.0	0.0	0.02504	0.01198
k__Bacteria|p__Firmicutes|c__CFGB11916|o__OFGB11916	0.0	0.0	0.02283	0.14752
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898	0.0	0.0	0.02134	0.0
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249	0.0	0.0	0.02014	0.0
k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347	0.0	0.0	0.01455	0.0
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918	0.0	0.0	0.01229	0.0
k__Bacteria|p__Firmicutes|c__CFGB77202|o__OFGB77202	0.0	0.0	0.01045	0.0
k__Bacteria|p__Firmicutes|c__CFGB79245|o__OFGB79245	0.0	0.0	0.01013	0.0
k__Bacteria|p__Firmicutes|c__CFGB3043|o__OFGB3043	0.0	0.0	0.00978	0.0
k__Bacteria|p__Firmicutes|c__CFGB40183|o__OFGB40183	0.0	0.0	0.00797	0.0
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291	0.0	0.0	0.00722	0.01606
k__Bacteria|p__Firmicutes|c__CFGB9272|o__OFGB9272	0.0	0.0	0.0047	0.05416
k__Bacteria|p__Firmicutes|c__CFGB9238|o__OFGB9238	0.0	0.0	0.00423	0.02208
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004	0.0	0.0	0.00318	0.00112
k__Bacteria|p__Firmicutes|c__CFGB3022|o__OFGB3022	0.0	0.0	0.00255	0.0
k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328	0.0	0.0	0.00088	0.00425
k__Bacteria|p__Firmicutes|c__CFGB2845|o__OFGB2845	0.0	0.0	0.00024	0.0
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834	0.0	0.0	9.56282	0.8404
k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899|f__FGB72899	0.0	0.0	1.41697	0.0
k__Bacteria|p__Tenericutes|c__CFGB1787|o__OFGB1787|f__FGB1787	0.0	0.0	1.36624	0.08254
k__Bacteria|p__Firmicutes|c__CFGB2839|o__OFGB2839|f__FGB2839	0.0	0.0	0.8637	0.0
k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960|f__FGB2960	0.0	0.0	0.76516	0.1145
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	0.0	0.0	0.68404	0.0
k__Bacteria|p__Bacteroidota|c__CFGB602|o__OFGB602|f__FGB602	0.0	0.0	0.54201	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae	0.0	0.0	0.52224	0.0
k__Bacteria|p__Firmicutes|c__CFGB2875|o__OFGB2875|f__FGB2875	0.0	0.0	0.38851	0.0
k__Bacteria|p__Bacteroidota|c__CFGB1670|o__OFGB1670|f__FGB1670	0.0	0.0	0.35608	0.0
k__Bacteria|p__Firmicutes|c__CFGB3041|o__OFGB3041|f__FGB3041	0.0	0.0	0.35417	0.08327
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.0	0.0	0.30203	0.0
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070	0.0	0.0	0.29858	0.0
k__Bacteria|p__Firmicutes|c__CFGB1012|o__OFGB1012|f__FGB1012	0.0	0.0	0.25574	0.0
k__Bacteria|p__Firmicutes|c__CFGB79294|o__OFGB79294|f__FGB79294	0.0	0.0	0.19629	1.4264
k__Bacteria|p__Firmicutes|c__CFGB73223|o__OFGB73223|f__FGB73223	0.0	0.0	0.18936	0.0
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512	0.0	0.0	0.18249	0.0
k__Bacteria|p__Bacteroidota|c__CFGB667|o__OFGB667|f__FGB667	0.0	0.0	0.16927	0.0
k__Bacteria|p__Firmicutes|c__CFGB2957|o__OFGB2957|f__FGB2957	0.0	0.0	0.15792	0.0
k__Bacteria|p__Firmicutes|c__CFGB2985|o__OFGB2985|f__FGB2985	0.0	0.0	0.1542	0.0
k__Bacteria|p__Bacteroidota|c__CFGB668|o__OFGB668|f__FGB668	0.0	0.0	0.15222	0.0
k__Bacteria|p__Actinobacteria|c__CFGB77988|o__OFGB77988|f__FGB77988	0.0	0.0	0.11896	0.01143
k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales|f__Candidatus_Borkfalkiaceae	0.0	0.0	0.07278	0.14726
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311	0.0	0.0	0.0686	0.0
k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840	0.0	0.0	0.06024	0.19259
k__Bacteria|p__Firmicutes|c__CFGB4605|o__OFGB4605|f__FGB4605	0.0	0.0	0.04782	0.03279
k__Bacteria|p__Firmicutes|c__CFGB2844|o__OFGB2844|f__FGB2844	0.0	0.0	0.03971	0.0092
k__Bacteria|p__Firmicutes|c__CFGB1211|o__OFGB1211|f__FGB1211	0.0	0.0	0.03835	0.0
k__Bacteria|p__Firmicutes|c__CFGB3172|o__OFGB3172|f__FGB3172	0.0	0.0	0.0324	0.0
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503	0.0	0.0	0.02504	0.01198
k__Bacteria|p__Firmicutes|c__CFGB11916|o__OFGB11916|f__FGB11916	0.0	0.0	0.02283	0.14752
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898|f__FGB2898	0.0	0.0	0.02134	0.0
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249	0.0	0.0	0.02014	0.0
k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347|f__FGB1347	0.0	0.0	0.01455	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.0	0.0	0.01442	0.0
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918	0.0	0.0	0.01229	0.0
k__Bacteria|p__Firmicutes|c__CFGB77202|o__OFGB77202|f__FGB77202	0.0	0.0	0.01045	0.0
k__Bacteria|p__Firmicutes|c__CFGB79245|o__OFGB79245|f__FGB79245	0.0	0.0	0.01013	0.0
k__Bacteria|p__Firmicutes|c__CFGB3043|o__OFGB3043|f__FGB3043	0.0	0.0	0.00978	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Feifaniaceae	0.0	0.0	0.00899	0.0094
k__Bacteria|p__Firmicutes|c__CFGB40183|o__OFGB40183|f__FGB40183	0.0	0.0	0.00797	0.0
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291|f__FGB79291	0.0	0.0	0.00722	0.01606
k__Bacteria|p__Firmicutes|c__CFGB9272|o__OFGB9272|f__FGB9272	0.0	0.0	0.0047	0.05416
k__Bacteria|p__Firmicutes|c__CFGB9238|o__OFGB9238|f__FGB9238	0.0	0.0	0.00423	0.02208
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004|f__FGB3004	0.0	0.0	0.00318	0.00112
k__Bacteria|p__Firmicutes|c__CFGB3022|o__OFGB3022|f__FGB3022	0.0	0.0	0.00255	0.0
k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328|f__FGB30328	0.0	0.0	0.00088	0.00425
k__Bacteria|p__Firmicutes|c__CFGB2845|o__OFGB2845|f__FGB2845	0.0	0.0	0.00024	0.0
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834|g__GGB9064	0.0	0.0	9.55994	0.52728
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4596	0.0	0.0	2.78969	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708	0.0	0.0	2.38144	1.59935
k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899|f__FGB72899|g__GGB4611	0.0	0.0	1.41697	0.0
k__Bacteria|p__Tenericutes|c__CFGB1787|o__OFGB1787|f__FGB1787|g__GGB4745	0.0	0.0	1.36624	0.08254
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus	0.0	0.0	1.12756	0.0
k__Bacteria|p__Firmicutes|c__CFGB2839|o__OFGB2839|f__FGB2839|g__GGB9089	0.0	0.0	0.8637	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera	0.0	0.0	0.84376	0.0
k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960|f__FGB2960|g__GGB9303	0.0	0.0	0.76516	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter	0.0	0.0	0.58172	0.0
k__Bacteria|p__Bacteroidota|c__CFGB602|o__OFGB602|f__FGB602|g__GGB1420	0.0	0.0	0.54201	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis	0.0	0.0	0.52224	0.0
k__Bacteria|p__Firmicutes|c__CFGB2875|o__OFGB2875|f__FGB2875|g__GGB9176	0.0	0.0	0.38851	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9813	0.0	0.0	0.3807	0.0
k__Bacteria|p__Bacteroidota|c__CFGB1670|o__OFGB1670|f__FGB1670|g__GGB47687	0.0	0.0	0.35608	0.0
k__Bacteria|p__Firmicutes|c__CFGB3041|o__OFGB3041|f__FGB3041|g__GGB9547	0.0	0.0	0.35417	0.08327
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella	0.0	0.0	0.34071	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3480	0.0	0.0	0.31234	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	0.0	0.0	0.30203	0.0
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9775	0.0	0.0	0.29858	0.0
k__Bacteria|p__Firmicutes|c__CFGB1012|o__OFGB1012|f__FGB1012|g__GGB2657	0.0	0.0	0.25574	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter	0.0	0.0	0.25076	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9602	0.0	0.0	0.21855	0.08664
k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890|f__FGB2890|g__GGB9200	0.0	0.0	0.21513	0.0
k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB9782	0.0	0.0	0.20149	0.0
k__Bacteria|p__Firmicutes|c__CFGB79294|o__OFGB79294|f__FGB79294|g__GGB87445	0.0	0.0	0.19629	1.4264
k__Bacteria|p__Firmicutes|c__CFGB73223|o__OFGB73223|f__FGB73223|g__GGB9249	0.0	0.0	0.18936	0.0
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512|g__GGB74700	0.0	0.0	0.18249	0.0
k__Bacteria|p__Bacteroidota|c__CFGB667|o__OFGB667|f__FGB667|g__GGB1662	0.0	0.0	0.16927	0.0
k__Bacteria|p__Firmicutes|c__CFGB2957|o__OFGB2957|f__FGB2957|g__GGB9299	0.0	0.0	0.15792	0.0
k__Bacteria|p__Firmicutes|c__CFGB2985|o__OFGB2985|f__FGB2985|g__GGB9348	0.0	0.0	0.1542	0.0
k__Bacteria|p__Bacteroidota|c__CFGB668|o__OFGB668|f__FGB668|g__GGB1663	0.0	0.0	0.15222	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB36331	0.0	0.0	0.13188	0.0
k__Bacteria|p__Actinobacteria|c__CFGB77988|o__OFGB77988|f__FGB77988|g__GGB9359	0.0	0.0	0.11896	0.01143
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Paratractidigestivibacter	0.0	0.0	0.10233	0.0
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3142	0.0	0.0	0.0686	0.0
k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091	0.0	0.0	0.06024	0.01203
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.0	0.0	0.0541	0.42922
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Ellagibacter	0.0	0.0	0.05347	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9469	0.0	0.0	0.05339	0.00329
k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales|f__Candidatus_Borkfalkiaceae|g__GGB9102	0.0	0.0	0.05315	0.0
k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB9781	0.0	0.0	0.04925	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3486	0.0	0.0	0.04906	0.0
k__Bacteria|p__Firmicutes|c__CFGB4605|o__OFGB4605|f__FGB4605|g__GGB13404	0.0	0.0	0.04782	0.03279
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4585	0.0	0.0	0.0411	0.06162
k__Bacteria|p__Firmicutes|c__CFGB2844|o__OFGB2844|f__FGB2844|g__GGB9110	0.0	0.0	0.03971	0.0092
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9765	0.0	0.0	0.03965	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB9186	0.0	0.0	0.03894	0.0
k__Bacteria|p__Firmicutes|c__CFGB1211|o__OFGB1211|f__FGB1211|g__GGB2970	0.0	0.0	0.03835	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3538	0.0	0.0	0.03609	0.0
k__Bacteria|p__Firmicutes|c__CFGB3172|o__OFGB3172|f__FGB3172|g__GGB10692	0.0	0.0	0.0324	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter	0.0	0.0	0.02568	0.0
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503|g__GGB48165	0.0	0.0	0.02504	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oliverpabstia	0.0	0.0	0.02449	0.07823
k__Bacteria|p__Firmicutes|c__CFGB11916|o__OFGB11916|f__FGB11916|g__GGB34540	0.0	0.0	0.02283	0.14752
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898|f__FGB2898|g__GGB9210	0.0	0.0	0.02134	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608	0.0	0.0	0.0206	0.01162
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3033	0.0	0.0	0.02014	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9730	0.0	0.0	0.02001	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales|f__Candidatus_Borkfalkiaceae|g__Candidatus_Borkfalkia	0.0	0.0	0.01963	0.14351
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB42639	0.0	0.0	0.01958	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9611	0.0	0.0	0.01807	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9818	0.0	0.0	0.01489	0.10044
k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347|f__FGB1347|g__GGB3288	0.0	0.0	0.01455	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus	0.0	0.0	0.01414	0.0
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9695	0.0	0.0	0.01389	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB38744	0.0	0.0	0.01231	0.02914
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918|g__GGB9240	0.0	0.0	0.01229	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619	0.0	0.0	0.01155	0.00362
k__Bacteria|p__Firmicutes|c__CFGB77202|o__OFGB77202|f__FGB77202|g__GGB34900	0.0	0.0	0.01045	0.0
k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374|f__FGB1374|g__GGB3353	0.0	0.0	0.01024	0.0001
k__Bacteria|p__Firmicutes|c__CFGB79245|o__OFGB79245|f__FGB79245|g__GGB3510	0.0	0.0	0.01013	0.0
k__Bacteria|p__Firmicutes|c__CFGB3043|o__OFGB3043|f__FGB3043|g__GGB9551	0.0	0.0	0.00978	0.0
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881|g__GGB9185	0.0	0.0	0.00969	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Feifaniaceae|g__Feifania	0.0	0.0	0.00899	0.0094
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter	0.0	0.0	0.00879	0.0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3000	0.0	0.0	0.00869	0.0
k__Bacteria|p__Firmicutes|c__CFGB40183|o__OFGB40183|f__FGB40183|g__GGB42389	0.0	0.0	0.00797	0.0
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291|f__FGB79291|g__GGB9522	0.0	0.0	0.00722	0.01606
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma	0.0	0.0	0.00677	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Angelakisella	0.0	0.0	0.00645	0.0
k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB45495	0.0	0.0	0.00592	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB51441	0.0	0.0	0.0057	0.00804
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor	0.0	0.0	0.00561	0.00411
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora	0.0	0.0	0.00549	0.02697
